Taxon,Prevalence,Ref,Reference
s__Gloeothece verrucosa,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Glossina hytrovirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Gluconacetobacter diazotrophicus,0.416201117,Ours,ExoTIC TCGA CRC (this study)
s__Gluconobacter albidus,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Gluconobacter oxydans,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Gluconobacter thailandicus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Glycine max,1,Ours,ExoTIC TCGA CRC (this study)
s__Glycine soja,1,Ours,ExoTIC TCGA CRC (this study)
s__Glycocaulis alkaliphilus,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Golden Marseillevirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia alkanivorans,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia bronchialis,0.086592179,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia iterans,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia phage GMA4,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia phage GTE8,0,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia phthalatica,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia polyisoprenivorans,0.162011173,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia rubripertincta,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia sp. 135,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia sp. 1D,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia sp. HY186,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia sp. KTR9,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia sp. MMS17-SY073,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia sp. YC-JH1,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia terrae,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia virus BetterKatz,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia virus Bowser,0,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia virus GAL1,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia virus Ghobes,0,Ours,ExoTIC TCGA CRC (this study)
s__Gordonia virus OneUp,0.106145251,Ours,ExoTIC TCGA CRC (this study)
s__Gordonibacter urolithinfaciens,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Gossypium arboreum,1,Ours,ExoTIC TCGA CRC (this study)
s__Gossypium hirsutum,1,Ours,ExoTIC TCGA CRC (this study)
s__Gossypium raimondii,1,Ours,ExoTIC TCGA CRC (this study)
s__Gottschalkia acidurici,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Gracilibacillus sp. SCU50,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Gramella flava,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Gramella forsetii,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Gramella fulva,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Gramella salexigens,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Gramella sp. MAR_2010_102,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Gramella sp. MAR_2010_147,0.094972067,Ours,ExoTIC TCGA CRC (this study)
s__Granulibacter bethesdensis,0.25698324,Ours,ExoTIC TCGA CRC (this study)
s__Granulicella mallensis,0.17877095,Ours,ExoTIC TCGA CRC (this study)
s__Granulicella tundricola,0.117318436,Ours,ExoTIC TCGA CRC (this study)
s__Granulosicoccus antarcticus,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Gryllotalpicola sp. 2DFW10M-5,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Gryllus bimaculatus nudivirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Guillardia theta,0.994413408,Ours,ExoTIC TCGA CRC (this study)
s__Guyparkeria halophila,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Gynuella sunshinyii,0.097765363,Ours,ExoTIC TCGA CRC (this study)
s__Haematobacter massiliensis,0.139664804,Ours,ExoTIC TCGA CRC (this study)
s__Haematospirillum jordaniae,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Haemophilus haemolyticus,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Haemophilus influenzae,0.184357542,Ours,ExoTIC TCGA CRC (this study)
s__Haemophilus parahaemolyticus,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Haemophilus parainfluenzae,0.399441341,Ours,ExoTIC TCGA CRC (this study)
s__Haemophilus pittmaniae,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Haemophilus sp. oral taxon 036,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Hafnia alvei,0.086592179,Ours,ExoTIC TCGA CRC (this study)
s__Hafnia paralvei,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Hahella chejuensis,0.156424581,Ours,ExoTIC TCGA CRC (this study)
s__Hahella sp. KA22,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Halalkaliarchaeum desulfuricum,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Halalkalicoccus jeotgali,0.106145251,Ours,ExoTIC TCGA CRC (this study)
s__Halanaerobium hydrogeniformans,0.142458101,Ours,ExoTIC TCGA CRC (this study)
s__Halanaerobium praevalens,0.293296089,Ours,ExoTIC TCGA CRC (this study)
s__Halapricum salinum,0,Ours,ExoTIC TCGA CRC (this study)
s__Haliangium ochraceum,0.522346369,Ours,ExoTIC TCGA CRC (this study)
s__Halioglobus japonicus,0.189944134,Ours,ExoTIC TCGA CRC (this study)
s__Halioglobus pacificus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Halioglobus sp. IMCC14385,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Haliotid herpesvirus 1,0,Ours,ExoTIC TCGA CRC (this study)
s__Haliscomenobacter hydrossis,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Haloactinobacterium sp. HY164,0.56424581,Ours,ExoTIC TCGA CRC (this study)
s__Haloarcula hispanica,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Haloarcula marismortui,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Haloarcula sp. AS7094,0,Ours,ExoTIC TCGA CRC (this study)
s__Haloarcula sp. CBA1115,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Haloarcula taiwanensis,0.625698324,Ours,ExoTIC TCGA CRC (this study)
s__Haloarculaceae archaeon HArcel1,0,Ours,ExoTIC TCGA CRC (this study)
s__Halobacillus halophilus,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Halobacillus litoralis,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Halobacillus mangrovi,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Halobacteriovorax marinus,0.410614525,Ours,ExoTIC TCGA CRC (this study)
s__Halobacteriovorax sp. BALOs_7,0.974860335,Ours,ExoTIC TCGA CRC (this study)
s__Halobacterium hubeiense,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Halobacterium salinarum,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Halobacterium sp. DL1,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Halobacteroides halobius,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Halobellus limi,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Halocella sp. SP3-1,0.195530726,Ours,ExoTIC TCGA CRC (this study)
s__Halocynthiibacter arcticus,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Halodesulfurarchaeum formicicum,0,Ours,ExoTIC TCGA CRC (this study)
s__Halogeometricum borinquense,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Halohasta litchfieldiae,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Halomicrobium mukohataei,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Halomicrobium sp. LC1Hm,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Halomicronema hongdechloris,0.201117318,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas aestuarii,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas alkaliphila,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas beimenensis,0.737430168,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas campaniensis,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas chromatireducens,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas elongata,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas huangheensis,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. 1513,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. A3H3,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. AM6,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. GFAJ-1,0.170391061,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. GT,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. hl-4,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. HL-93,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. JS92-SW72,0.354748603,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. KO116,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. N3-2A,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. PA16-9,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. SF2003,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. THAF12,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. THAF5a,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas sp. Y2R2,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas subglaciescola,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas titanicae,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Halomonas venusta,0,Ours,ExoTIC TCGA CRC (this study)
s__Halopenitus persicus,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__halophilic archaeon DL31,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Halopiger xanaduensis,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Haloplanus aerogenes,0.460893855,Ours,ExoTIC TCGA CRC (this study)
s__Haloplanus sp. CBA1112,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Haloprofundus sp. MHR1,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Halorhabdus tiamatea,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Halorhabdus utahensis,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Halorhodospira halochloris,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Halorhodospira halophila,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Halorientalis sp. IM1011,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Halorubrum ezzemoulense,0.136871508,Ours,ExoTIC TCGA CRC (this study)
s__Halorubrum lacusprofundi,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Halorubrum sp. BOL3-1,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Halorubrum sp. PV6,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Halorubrum trapanicum,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Halorussus sp. RC-68,0,Ours,ExoTIC TCGA CRC (this study)
s__Halostagnicola larsenii,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Halostella sp. DL-M4,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Halotalea alkalilenta,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Haloterrigena daqingensis,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Haloterrigena turkmenica,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Halothermothrix orenii,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Halothiobacillus neapolitanus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Halothiobacillus sp. LS2,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Halovivax ruber,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Hardy-Zuckerman feline sarcoma virus,0.787709497,Ours,ExoTIC TCGA CRC (this study)
s__Hartmannibacter diazotrophicus,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Harvey murine sarcoma virus,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Hathewaya histolytica,0.11452514,Ours,ExoTIC TCGA CRC (this study)
s__Helianthus annuus,1,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter acinonychis,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter apodemus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter bilis,0.072625698,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter bizzozeronii,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter canadensis,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter canis,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter cetorum,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter cholecystus,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter cinaedi,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter felis,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter hepaticus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter himalayensis,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter mustelae,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter pylori,0.991620112,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter saguini,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter sp. MIT 01-6242,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter suis,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Helicobacter typhlonius,0,Ours,ExoTIC TCGA CRC (this study)
s__Helicoverpa armigera granulovirus,0,Ours,ExoTIC TCGA CRC (this study)
s__Heliobacterium modesticaldum,0.097765363,Ours,ExoTIC TCGA CRC (this study)
s__Heliorestis convoluta,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Hemiselmis andersenii,0.511173184,Ours,ExoTIC TCGA CRC (this study)
s__Herbinix luporum,0.106145251,Ours,ExoTIC TCGA CRC (this study)
s__Heterosigma akashiwo virus 01,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Hippea maritima,0.086592179,Ours,ExoTIC TCGA CRC (this study)
s__Hirschia baltica,0.715083799,Ours,ExoTIC TCGA CRC (this study)
s__Histophilus somni,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Homo sapiens,1,Ours,ExoTIC TCGA CRC (this study)
s__Hoyosella subflava,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Huangpi Tick Virus 1,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Hubei picorna-like virus 16,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Hubei sobemo-like virus 32,0,Ours,ExoTIC TCGA CRC (this study)
s__Hubei tetragnatha maxillosa virus 8,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Human alphaherpesvirus 1,0.290502793,Ours,ExoTIC TCGA CRC (this study)
s__Human betaherpesvirus 5,0.600558659,Ours,ExoTIC TCGA CRC (this study)
s__Human betaherpesvirus 6A,0,Ours,ExoTIC TCGA CRC (this study)
s__Human betaherpesvirus 6B,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Human betaherpesvirus 7,0,Ours,ExoTIC TCGA CRC (this study)
s__Human endogenous retrovirus K,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Human gammaherpesvirus 4,0.175977654,Ours,ExoTIC TCGA CRC (this study)
s__Human gammaherpesvirus 8,0,Ours,ExoTIC TCGA CRC (this study)
s__Human immunodeficiency virus 1,0,Ours,ExoTIC TCGA CRC (this study)
s__Human polyomavirus 5,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Human polyomavirus 6,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Human polyomavirus 7,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Humibacter sp. BT305,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Humibacter sp. WJ7-1,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Hungateiclostridium clariflavum,0.078212291,Ours,ExoTIC TCGA CRC (this study)
s__Hungateiclostridium saccincola,0.097765363,Ours,ExoTIC TCGA CRC (this study)
s__Hungateiclostridium thermocellum,0.106145251,Ours,ExoTIC TCGA CRC (this study)
s__Hydrocarboniclastica marina,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Hydrogenobacter thermophilus,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Hydrogenophaga crassostreae,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Hydrogenophaga pseudoflava,0.106145251,Ours,ExoTIC TCGA CRC (this study)
s__Hydrogenophaga sp. NH-16,0.377094972,Ours,ExoTIC TCGA CRC (this study)
s__Hydrogenophaga sp. PAMC20947,0.103351955,Ours,ExoTIC TCGA CRC (this study)
s__Hydrogenophaga sp. PBC,0.832402235,Ours,ExoTIC TCGA CRC (this study)
s__Hydrogenophaga sp. RAC07,0.139664804,Ours,ExoTIC TCGA CRC (this study)
s__Hydrogenophilus thermoluteolus,0.083798883,Ours,ExoTIC TCGA CRC (this study)
s__Hydrogenovibrio crunogenus,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Hydrogenovibrio thermophilus,0,Ours,ExoTIC TCGA CRC (this study)
s__Hylemonella gracilis,0.106145251,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter nivis,0.111731844,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter oligotrophus,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter sedentarius,0.729050279,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter sp. 17J36-26,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter sp. 17J68-5,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter sp. APR13,0.424581006,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter sp. BRD72,0.991620112,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter sp. DG01,0.097765363,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter sp. DG25A,0.061452514,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter sp. PAMC 26554,0.343575419,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter sp. PAMC 26628,0.343575419,Ours,ExoTIC TCGA CRC (this study)
s__Hymenobacter swuensis,0.103351955,Ours,ExoTIC TCGA CRC (this study)
s__Hyperthermus butylicus,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Hyphantria cunea nucleopolyhedrovirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Hyphomicrobium denitrificans,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Hyphomicrobium nitrativorans,0.061452514,Ours,ExoTIC TCGA CRC (this study)
s__Hyphomicrobium sp. MC1,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Hyphomonas neptunium,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Hyphomonas sp. CACIAM 19H1,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Hyphomonas sp. Mor2,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Iamiaceae bacterium SCSIO 58843,0.134078212,Ours,ExoTIC TCGA CRC (this study)
s__Ichthyobacterium seriolicida,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Ictalurid herpesvirus 2,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Idiomarinaceae bacterium HL-53,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Ignavibacterium album,0.846368715,Ours,ExoTIC TCGA CRC (this study)
s__Ignicoccus hospitalis,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Ignicoccus islandicus,0,Ours,ExoTIC TCGA CRC (this study)
s__Ilumatobacter coccineus,0.078212291,Ours,ExoTIC TCGA CRC (this study)
s__Ilyobacter polytropus,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Immundisolibacter cernigliae,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Indioceanicola profundi,0.075418994,Ours,ExoTIC TCGA CRC (this study)
s__Inhella inkyongensis,0.905027933,Ours,ExoTIC TCGA CRC (this study)
s__Intestinibaculum porci,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Intestinimonas butyriciproducens,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Intrasporangium calvum,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Invertebrate iridescent virus 22,0,Ours,ExoTIC TCGA CRC (this study)
s__Invertebrate iridescent virus 31,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Invertebrate iridescent virus 6,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Invertebrate iridescent virus 9,0,Ours,ExoTIC TCGA CRC (this study)
s__Invertebrate iridovirus 25,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Iodobacter sp. H11R3,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Isoptericola dokdonensis,0.611731844,Ours,ExoTIC TCGA CRC (this study)
s__Isoptericola variabilis,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Isosphaera pallida,0.43575419,Ours,ExoTIC TCGA CRC (this study)
s__Izhakiella sp. KSNA2,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Jatrophihabitans sp. GAS493,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Jeongeupia sp. USM3,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Jeotgalibacillus malaysiensis,0.134078212,Ours,ExoTIC TCGA CRC (this study)
s__Jeotgalicoccus saudimassiliensis,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Jiangella alkaliphila,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Jiangella sp. DSM 45060,0.296089385,Ours,ExoTIC TCGA CRC (this study)
s__Jonesia denitrificans,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Jonquetella anthropi,0.111731844,Ours,ExoTIC TCGA CRC (this study)
s__Kallithea virus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Kangiella geojedonensis,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Kangiella koreensis,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Kangiella profundi,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Kangiella sediminilitoris,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Kazachstania africana,0.184357542,Ours,ExoTIC TCGA CRC (this study)
s__Kazachstania naganishii,0.997206704,Ours,ExoTIC TCGA CRC (this study)
s__Kerstersia gyiorum,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Ketobacter alkanivorans,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Ketogulonicigenium robustum,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Ketogulonicigenium vulgare,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Kibdelosporangium phytohabitans,0.072625698,Ours,ExoTIC TCGA CRC (this study)
s__Kineococcus radiotolerans,0.173184358,Ours,ExoTIC TCGA CRC (this study)
s__Kingella kingae,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Kiritimatiella glycovorans,0.195530726,Ours,ExoTIC TCGA CRC (this study)
s__Kitasatospora albolonga,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Kitasatospora aureofaciens,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Kitasatospora setae,0.25698324,Ours,ExoTIC TCGA CRC (this study)
s__Kitasatospora sp. MMS16-BH015,0.120111732,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella aerogenes,0.184357542,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella grimontii,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella huaxiensis,0.988826816,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella michiganensis,0.145251397,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella oxytoca,0.946927374,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella pneumoniae,0.826815642,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella quasipneumoniae,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella sp. FDAARGOS_511,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella sp. LY,0.365921788,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella sp. PO552,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Klebsiella variicola,0.203910615,Ours,ExoTIC TCGA CRC (this study)
